frame_idx,t_start,vessel_present,n_vessels,mmsi,ship_name,ship_type,dist_km,bearing_deg,sog_kn,cog_deg,is_moving,move_source,ais_confidence,ais_age_sec,ais_interp,vessel_lat,vessel_lon
1852,2026-06-03 11:15:26 UTC,1,67,428074276,MERMAID OF DELAWARE,,0.0167,80.97,0.1,360.0,0,sog,low,25.2,interpolated,32.84317672717904,34.97211447051669
1853,2026-06-03 11:15:26.5 UTC,1,67,428074276,MERMAID OF DELAWARE,,0.0167,80.96,0.1,360.0,0,sog,low,25.8,interpolated,32.84317672837731,34.972114460031875
1854,2026-06-03 11:15:27 UTC,1,67,428074276,MERMAID OF DELAWARE,,0.0167,80.96,0.1,360.0,0,sog,low,26.2,interpolated,32.843176729575575,34.97211444954706
1855,2026-06-03 11:15:27.5 UTC,1,67,428074276,MERMAID OF DELAWARE,,0.0167,80.96,0.1,360.0,0,sog,low,26.8,interpolated,32.843176730773834,34.97211443906224
1856,2026-06-03 11:15:28 UTC,1,67,428074276,MERMAID OF DELAWARE,,0.0167,80.96,0.1,360.0,0,sog,low,27.2,interpolated,32.8431767319721,34.97211442857742
1857,2026-06-03 11:15:28.5 UTC,1,67,428074276,MERMAID OF DELAWARE,,0.0167,80.96,0.1,360.0,0,sog,low,27.8,interpolated,32.84317673317037,34.9721144180926
1858,2026-06-03 11:15:29 UTC,1,67,428074276,MERMAID OF DELAWARE,,0.0167,80.96,0.1,360.0,0,sog,low,28.2,interpolated,32.84317673436863,34.97211440760778
1859,2026-06-03 11:15:29.5 UTC,1,67,428074276,MERMAID OF DELAWARE,,0.0167,80.96,0.1,360.0,0,sog,low,28.8,interpolated,32.8431767355669,34.972114397122965
1860,2026-06-03 11:15:30 UTC,1,67,428074276,MERMAID OF DELAWARE,,0.0167,80.96,0.1,360.0,0,sog,low,29.2,interpolated,32.84317673676516,34.97211438663815
1861,2026-06-03 11:15:30.5 UTC,1,67,428074276,MERMAID OF DELAWARE,,0.0167,80.96,0.1,360.0,0,sog,low,29.8,interpolated,32.843176737963425,34.972114376153336
1862,2026-06-03 11:15:31 UTC,1,67,428074276,MERMAID OF DELAWARE,,0.0167,80.96,0.1,360.0,0,sog,low,30.2,interpolated,32.84317673916169,34.97211436566852
1863,2026-06-03 11:15:31.5 UTC,1,67,428074276,MERMAID OF DELAWARE,,0.0167,80.95,0.1,360.0,0,sog,low,30.8,interpolated,32.84317674035996,34.9721143551837
1864,2026-06-03 11:15:32 UTC,1,67,428074276,MERMAID OF DELAWARE,,0.0167,80.95,0.1,360.0,0,sog,low,31.2,interpolated,32.843176741558224,34.97211434469888
1865,2026-06-03 11:15:32.5 UTC,1,67,428074276,MERMAID OF DELAWARE,,0.0167,80.95,0.1,360.0,0,sog,low,31.8,interpolated,32.843176742756484,34.97211433421406
1866,2026-06-03 11:15:33 UTC,1,67,428074276,MERMAID OF DELAWARE,,0.0167,80.95,0.1,360.0,0,sog,low,32.2,interpolated,32.84317674395475,34.972114323729244
1867,2026-06-03 11:15:33.5 UTC,1,67,428074276,MERMAID OF DELAWARE,,0.0167,80.95,0.1,360.0,0,sog,low,32.8,interpolated,32.843176745153016,34.972114313244425
1868,2026-06-03 11:15:34 UTC,1,67,428074276,MERMAID OF DELAWARE,,0.0167,80.95,0.1,360.0,0,sog,low,33.2,interpolated,32.84317674635128,34.97211430275961
1869,2026-06-03 11:15:34.5 UTC,1,67,428074276,MERMAID OF DELAWARE,,0.0167,80.95,0.1,360.0,0,sog,low,33.8,interpolated,32.84317674754955,34.97211429227479
1870,2026-06-03 11:15:35 UTC,1,67,428074276,MERMAID OF DELAWARE,,0.0167,80.95,0.1,360.0,0,sog,low,34.2,interpolated,32.84317674874781,34.97211428178997
1871,2026-06-03 11:15:35.5 UTC,1,67,428074276,MERMAID OF DELAWARE,,0.0167,80.95,0.1,360.0,0,sog,low,34.8,interpolated,32.843176749946075,34.97211427130515
1872,2026-06-03 11:15:36 UTC,1,67,428074276,MERMAID OF DELAWARE,,0.0167,80.95,0.1,360.0,0,sog,low,35.2,interpolated,32.84317675114434,34.972114260820334
1873,2026-06-03 11:15:36.5 UTC,1,67,428074276,MERMAID OF DELAWARE,,0.0167,80.95,0.1,360.0,0,sog,low,35.8,interpolated,32.84317675234261,34.972114250335515
1874,2026-06-03 11:15:37 UTC,1,66,428074276,MERMAID OF DELAWARE,,0.0167,80.94,0.1,360.0,0,sog,low,36.2,interpolated,32.843176753540874,34.9721142398507
1875,2026-06-03 11:15:37.5 UTC,1,66,428074276,MERMAID OF DELAWARE,,0.0167,80.94,0.1,360.0,0,sog,low,36.8,interpolated,32.84317675473913,34.97211422936588
1876,2026-06-03 11:15:38 UTC,1,66,428074276,MERMAID OF DELAWARE,,0.0167,80.94,0.1,360.0,0,sog,low,37.2,interpolated,32.8431767559374,34.97211421888106
1877,2026-06-03 11:15:38.5 UTC,1,66,428074276,MERMAID OF DELAWARE,,0.0167,80.94,0.1,360.0,0,sog,low,37.8,interpolated,32.843176757135666,34.97211420839624
1878,2026-06-03 11:15:39 UTC,1,66,428074276,MERMAID OF DELAWARE,,0.0167,80.94,0.1,360.0,0,sog,low,38.2,interpolated,32.84317675833393,34.972114197911424
1879,2026-06-03 11:15:39.5 UTC,1,66,428074276,MERMAID OF DELAWARE,,0.0167,80.94,0.1,360.0,0,sog,low,38.8,interpolated,32.8431767595322,34.972114187426605
1880,2026-06-03 11:15:40 UTC,1,66,428074276,MERMAID OF DELAWARE,,0.0167,80.94,0.1,360.0,0,sog,low,39.2,interpolated,32.84317676073046,34.972114176941794
1881,2026-06-03 11:15:40.5 UTC,1,66,428074276,MERMAID OF DELAWARE,,0.0167,80.94,0.1,360.0,0,sog,low,39.8,interpolated,32.843176761928724,34.972114166456976
1882,2026-06-03 11:15:41 UTC,1,66,428074276,MERMAID OF DELAWARE,,0.0167,80.94,0.1,360.0,0,sog,low,40.2,interpolated,32.84317676312699,34.97211415597216
1883,2026-06-03 11:15:41.5 UTC,1,66,428074276,MERMAID OF DELAWARE,,0.0167,80.94,0.1,360.0,0,sog,low,40.8,interpolated,32.84317676432526,34.97211414548734
1884,2026-06-03 11:15:42 UTC,1,66,428074276,MERMAID OF DELAWARE,,0.0167,80.93,0.1,360.0,0,sog,low,41.2,interpolated,32.84317676552352,34.97211413500252
1885,2026-06-03 11:15:42.5 UTC,1,66,428074276,MERMAID OF DELAWARE,,0.0167,80.93,0.1,360.0,0,sog,low,41.8,interpolated,32.84317676672178,34.9721141245177
1886,2026-06-03 11:15:43 UTC,1,66,428074276,MERMAID OF DELAWARE,,0.0167,80.93,0.1,360.0,0,sog,low,42.2,interpolated,32.84317676792005,34.972114114032884
1887,2026-06-03 11:15:43.5 UTC,1,66,428074276,MERMAID OF DELAWARE,,0.0167,80.93,0.1,360.0,0,sog,low,42.8,interpolated,32.843176769118315,34.972114103548066
1888,2026-06-03 11:15:44 UTC,1,66,428074276,MERMAID OF DELAWARE,,0.0167,80.93,0.1,360.0,0,sog,low,43.2,interpolated,32.84317677031658,34.97211409306325
1889,2026-06-03 11:15:44.5 UTC,1,66,428074276,MERMAID OF DELAWARE,,0.0167,80.93,0.1,360.0,0,sog,low,43.8,interpolated,32.84317677151484,34.97211408257843
1890,2026-06-03 11:15:45 UTC,1,66,428074276,MERMAID OF DELAWARE,,0.0167,80.93,0.1,360.0,0,sog,low,44.2,interpolated,32.84317677271311,34.97211407209361
1891,2026-06-03 11:15:45.5 UTC,1,66,428074276,MERMAID OF DELAWARE,,0.0167,80.93,0.1,360.0,0,sog,low,44.8,interpolated,32.843176773911374,34.97211406160879
1892,2026-06-03 11:15:46 UTC,1,66,428074276,MERMAID OF DELAWARE,,0.0167,80.93,0.1,360.0,0,sog,low,45.2,interpolated,32.84317677510964,34.972114051123974
1893,2026-06-03 11:15:46.5 UTC,1,66,428074276,MERMAID OF DELAWARE,,0.0167,80.93,0.1,360.0,0,sog,low,45.8,interpolated,32.84317677630791,34.972114040639156
1894,2026-06-03 11:15:47 UTC,1,66,428074276,MERMAID OF DELAWARE,,0.0167,80.92,0.1,360.0,0,sog,low,46.2,interpolated,32.843176777506166,34.97211403015434
1895,2026-06-03 11:15:47.5 UTC,1,66,428074276,MERMAID OF DELAWARE,,0.0167,80.92,0.1,360.0,0,sog,low,46.8,interpolated,32.84317677870443,34.97211401966952
1896,2026-06-03 11:15:48 UTC,1,66,428074276,MERMAID OF DELAWARE,,0.0167,80.92,0.1,360.0,0,sog,low,47.2,interpolated,32.8431767799027,34.9721140091847
1897,2026-06-03 11:15:48.5 UTC,1,66,428074276,MERMAID OF DELAWARE,,0.0167,80.92,0.1,360.0,0,sog,low,47.8,interpolated,32.843176781100965,34.97211399869988
1898,2026-06-03 11:15:49 UTC,1,66,428074276,MERMAID OF DELAWARE,,0.0167,80.92,0.1,360.0,0,sog,low,48.2,interpolated,32.84317678229923,34.972113988215064
1899,2026-06-03 11:15:49.5 UTC,1,66,428074276,MERMAID OF DELAWARE,,0.0167,80.92,0.1,360.0,0,sog,low,48.8,interpolated,32.84317678349749,34.972113977730245
1900,2026-06-03 11:15:50 UTC,1,66,428074276,MERMAID OF DELAWARE,,0.0167,80.92,0.1,360.0,0,sog,low,49.2,interpolated,32.84317678469576,34.972113967245434
1901,2026-06-03 11:15:50.5 UTC,1,66,428074276,MERMAID OF DELAWARE,,0.0167,80.92,0.1,360.0,0,sog,low,49.8,interpolated,32.84317678589402,34.972113956760616
1902,2026-06-03 11:15:51 UTC,1,66,428074276,MERMAID OF DELAWARE,,0.0167,80.92,0.1,360.0,0,sog,low,50.2,interpolated,32.84317678709229,34.9721139462758
1903,2026-06-03 11:15:51.5 UTC,1,66,428074276,MERMAID OF DELAWARE,,0.0167,80.92,0.1,360.0,0,sog,low,50.8,interpolated,32.843176788290556,34.97211393579098
1904,2026-06-03 11:15:52 UTC,1,66,428074276,MERMAID OF DELAWARE,,0.0167,80.91,0.1,360.0,0,sog,low,51.2,interpolated,32.843176789488815,34.97211392530616
1905,2026-06-03 11:15:52.5 UTC,1,66,428074276,MERMAID OF DELAWARE,,0.0167,80.91,0.1,360.0,0,sog,low,51.8,interpolated,32.84317679068708,34.97211391482134
1906,2026-06-03 11:15:53 UTC,1,66,428074276,MERMAID OF DELAWARE,,0.0167,80.91,0.1,360.0,0,sog,low,52.2,interpolated,32.84317679188535,34.972113904336524
1907,2026-06-03 11:15:53.5 UTC,1,66,428074276,MERMAID OF DELAWARE,,0.0167,80.91,0.1,360.0,0,sog,low,52.8,interpolated,32.843176793083614,34.972113893851706
1908,2026-06-03 11:15:54 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0167,80.91,0.1,360.0,0,sog,low,53.2,interpolated,32.84317679428188,34.97211388336689
1909,2026-06-03 11:15:54.5 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0167,80.91,0.1,360.0,0,sog,low,53.8,interpolated,32.84317679548014,34.97211387288207
1910,2026-06-03 11:15:55 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0167,80.91,0.1,360.0,0,sog,low,54.2,interpolated,32.84317679667841,34.97211386239725
1911,2026-06-03 11:15:55.5 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0167,80.91,0.1,360.0,0,sog,low,54.8,interpolated,32.84317679787667,34.97211385191243
1912,2026-06-03 11:15:56 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0167,80.91,0.1,360.0,0,sog,low,55.2,interpolated,32.84317679907494,34.972113841427614
1913,2026-06-03 11:15:56.5 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0167,80.91,0.1,360.0,0,sog,low,55.8,interpolated,32.843176800273206,34.972113830942796
1914,2026-06-03 11:15:57 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0167,80.9,0.1,360.0,0,sog,low,56.2,interpolated,32.843176801471465,34.97211382045798
1915,2026-06-03 11:15:57.5 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0167,80.9,0.1,360.0,0,sog,low,56.8,interpolated,32.84317680266973,34.97211380997316
1916,2026-06-03 11:15:58 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0167,80.9,0.1,360.0,0,sog,low,57.2,interpolated,32.843176803868,34.97211379948834
1917,2026-06-03 11:15:58.5 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0167,80.9,0.1,360.0,0,sog,low,57.8,interpolated,32.843176805066264,34.97211378900352
1918,2026-06-03 11:15:59 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0167,80.9,0.1,360.0,0,sog,low,58.2,interpolated,32.84317680626453,34.972113778518704
1919,2026-06-03 11:15:59.5 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0167,80.9,0.1,360.0,0,sog,low,58.8,interpolated,32.84317680746279,34.97211376803389
1920,2026-06-03 11:16:00 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0167,80.9,0.1,360.0,0,sog,low,59.2,interpolated,32.843176808661056,34.972113757549074
1921,2026-06-03 11:16:00.5 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0167,80.9,0.1,360.0,0,sog,low,59.8,interpolated,32.84317680985932,34.972113747064256
1922,2026-06-03 11:16:01 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0167,80.9,0.1,360.0,0,sog,low,60.2,interpolated,32.84317681105759,34.97211373657944
1923,2026-06-03 11:16:01.5 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0167,80.9,0.1,360.0,0,sog,low,60.8,interpolated,32.84317681225585,34.97211372609462
1924,2026-06-03 11:16:02 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0167,80.89,0.1,360.0,0,sog,low,61.2,interpolated,32.843176813454114,34.9721137156098
1925,2026-06-03 11:16:02.5 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0167,80.89,0.1,360.0,0,sog,low,61.8,interpolated,32.84317681465238,34.97211370512498
1926,2026-06-03 11:16:03 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0167,80.89,0.1,360.0,0,sog,low,62.2,interpolated,32.84317681585065,34.972113694640164
1927,2026-06-03 11:16:03.5 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0167,80.89,0.1,360.0,0,sog,low,62.8,interpolated,32.843176817048914,34.972113684155346
1928,2026-06-03 11:16:04 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0167,80.89,0.1,360.0,0,sog,low,63.2,interpolated,32.84317681824717,34.97211367367053
1929,2026-06-03 11:16:04.5 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0167,80.89,0.1,360.0,0,sog,low,63.8,interpolated,32.84317681944544,34.97211366318571
1930,2026-06-03 11:16:05 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0167,80.89,0.1,360.0,0,sog,low,64.2,interpolated,32.843176820643706,34.97211365270089
1931,2026-06-03 11:16:05.5 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0167,80.89,0.1,360.0,0,sog,low,64.8,interpolated,32.84317682184197,34.97211364221607
1932,2026-06-03 11:16:06 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0167,80.89,0.1,360.0,0,sog,low,65.2,interpolated,32.84317682304024,34.972113631731254
1933,2026-06-03 11:16:06.5 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0167,80.89,0.1,360.0,0,sog,low,65.8,interpolated,32.8431768242385,34.972113621246436
1934,2026-06-03 11:16:07 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0167,80.89,0.1,360.0,0,sog,low,66.2,interpolated,32.843176825436764,34.97211361076162
1935,2026-06-03 11:16:07.5 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0167,80.88,0.1,360.0,0,sog,low,66.8,interpolated,32.84317682663503,34.9721136002768
1936,2026-06-03 11:16:08 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0167,80.88,0.1,360.0,0,sog,low,67.2,interpolated,32.8431768278333,34.97211358979198
1937,2026-06-03 11:16:08.5 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0167,80.88,0.1,360.0,0,sog,low,67.8,interpolated,32.84317682903156,34.97211357930716
1938,2026-06-03 11:16:09 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0166,80.88,0.1,360.0,0,sog,low,68.2,interpolated,32.84317683022982,34.972113568822344
1939,2026-06-03 11:16:09.5 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0166,80.88,0.1,360.0,0,sog,low,68.8,interpolated,32.84317683142809,34.97211355833753
1940,2026-06-03 11:16:10 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0166,80.88,0.1,360.0,0,sog,low,69.2,interpolated,32.843176832626355,34.972113547852715
1941,2026-06-03 11:16:10.5 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0166,80.88,0.1,360.0,0,sog,low,69.8,interpolated,32.84317683382462,34.972113537367896
1942,2026-06-03 11:16:11 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0166,80.88,0.1,360.0,0,sog,low,70.2,interpolated,32.84317683502289,34.97211352688308
1943,2026-06-03 11:16:11.5 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0166,80.88,0.1,360.0,0,sog,low,70.8,interpolated,32.84317683622115,34.97211351639826
1944,2026-06-03 11:16:12 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0166,80.88,0.1,360.0,0,sog,low,71.2,interpolated,32.84317683741941,34.97211350591344
1945,2026-06-03 11:16:12.5 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0166,80.87,0.1,360.0,0,sog,low,71.8,interpolated,32.84317683861768,34.97211349542862
1946,2026-06-03 11:16:13 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0166,80.87,0.1,360.0,0,sog,low,72.2,interpolated,32.843176839815946,34.972113484943804
1947,2026-06-03 11:16:13.5 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0166,80.87,0.1,360.0,0,sog,low,72.8,interpolated,32.84317684101421,34.972113474458986
1948,2026-06-03 11:16:14 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0166,80.87,0.1,360.0,0,sog,low,73.2,interpolated,32.84317684221247,34.97211346397417
1949,2026-06-03 11:16:14.5 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0166,80.87,0.1,360.0,0,sog,low,73.8,interpolated,32.84317684341074,34.97211345348935
1950,2026-06-03 11:16:15 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0166,80.87,0.1,360.0,0,sog,low,74.2,interpolated,32.843176844609005,34.97211344300453
1951,2026-06-03 11:16:15.5 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0166,80.87,0.1,360.0,0,sog,low,74.8,interpolated,32.84317684580727,34.97211343251971
1952,2026-06-03 11:16:16 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0166,80.87,0.1,360.0,0,sog,low,75.2,interpolated,32.84317684700554,34.972113422034894
1953,2026-06-03 11:16:16.5 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0166,80.87,0.1,360.0,0,sog,low,75.8,interpolated,32.8431768482038,34.972113411550076
1954,2026-06-03 11:16:17 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0166,80.87,0.1,360.0,0,sog,low,76.2,interpolated,32.84317684940206,34.97211340106526
1955,2026-06-03 11:16:17.5 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0166,80.86,0.1,360.0,0,sog,low,76.8,interpolated,32.84317685060033,34.97211339058044
1956,2026-06-03 11:16:18 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0166,80.86,0.1,360.0,0,sog,low,77.2,interpolated,32.843176851798596,34.97211338009562
1957,2026-06-03 11:16:18.5 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0166,80.86,0.1,360.0,0,sog,low,77.8,interpolated,32.843176852996855,34.9721133696108
1958,2026-06-03 11:16:19 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0166,80.86,0.1,360.0,0,sog,low,78.2,interpolated,32.84317685419512,34.972113359125984
1959,2026-06-03 11:16:19.5 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0166,80.86,0.1,360.0,0,sog,low,78.8,interpolated,32.84317685539339,34.97211334864117
1960,2026-06-03 11:16:20 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0166,80.86,0.1,360.0,0,sog,low,79.2,interpolated,32.843176856591654,34.972113338156355
1961,2026-06-03 11:16:20.5 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0166,80.86,0.1,360.0,0,sog,low,79.8,interpolated,32.84317685778992,34.972113327671536
1962,2026-06-03 11:16:21 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0166,80.86,0.1,360.0,0,sog,low,80.2,interpolated,32.84317685898818,34.97211331718672
1963,2026-06-03 11:16:21.5 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0166,80.86,0.1,360.0,0,sog,low,80.8,interpolated,32.843176860186446,34.9721133067019
1964,2026-06-03 11:16:22 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0166,80.86,0.1,360.0,0,sog,low,81.2,interpolated,32.84317686138471,34.97211329621708
1965,2026-06-03 11:16:22.5 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0166,80.85,0.1,360.0,0,sog,low,81.8,interpolated,32.84317686258298,34.97211328573226
1966,2026-06-03 11:16:23 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0166,80.85,0.1,360.0,0,sog,low,82.2,interpolated,32.843176863781245,34.972113275247445
1967,2026-06-03 11:16:23.5 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0166,80.85,0.1,360.0,0,sog,low,82.8,interpolated,32.843176864979505,34.972113264762626
1968,2026-06-03 11:16:24 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0166,80.85,0.1,360.0,0,sog,low,83.2,interpolated,32.84317686617777,34.97211325427781
1969,2026-06-03 11:16:24.5 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0166,80.85,0.1,360.0,0,sog,low,83.8,interpolated,32.84317686737604,34.97211324379299
1970,2026-06-03 11:16:25 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0166,80.85,0.1,360.0,0,sog,low,84.2,interpolated,32.843176868574304,34.97211323330817
1971,2026-06-03 11:16:25.5 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0166,80.85,0.1,360.0,0,sog,low,84.8,interpolated,32.84317686977257,34.97211322282335
1972,2026-06-03 11:16:26 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0166,80.85,0.1,360.0,0,sog,low,85.2,interpolated,32.84317687097083,34.972113212338535
1973,2026-06-03 11:16:26.5 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0166,80.85,0.1,360.0,0,sog,low,85.8,interpolated,32.843176872169096,34.972113201853716
1974,2026-06-03 11:16:27 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0166,80.85,0.1,360.0,0,sog,low,86.2,interpolated,32.84317687336736,34.9721131913689
1975,2026-06-03 11:16:27.5 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0166,80.84,0.1,360.0,0,sog,low,86.8,interpolated,32.84317687456563,34.97211318088408
1976,2026-06-03 11:16:28 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0166,80.84,0.1,360.0,0,sog,low,87.2,interpolated,32.843176875763895,34.97211317039926
1977,2026-06-03 11:16:28.5 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0166,80.84,0.1,360.0,0,sog,low,87.8,interpolated,32.843176876962154,34.97211315991444
1978,2026-06-03 11:16:29 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0166,80.84,0.1,360.0,0,sog,low,88.2,interpolated,32.84317687816042,34.97211314942963
1979,2026-06-03 11:16:29.5 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0166,80.84,0.1,360.0,0,sog,low,88.8,interpolated,32.84317687935869,34.97211313894481
1980,2026-06-03 11:16:30 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0166,80.84,0.1,360.0,0,sog,low,89.2,interpolated,32.84317688055695,34.972113128459995
1981,2026-06-03 11:16:30.5 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0166,80.84,0.1,360.0,0,sog,low,89.8,interpolated,32.84317688175522,34.97211311797518
1982,2026-06-03 11:16:31 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0166,80.84,0.1,360.0,0,sog,low,90.2,interpolated,32.84317688295348,34.97211310749036
1983,2026-06-03 11:16:31.5 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0166,80.84,0.1,360.0,0,sog,low,90.8,interpolated,32.843176884151745,34.97211309700554
1984,2026-06-03 11:16:32 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0166,80.84,0.1,360.0,0,sog,low,91.2,interpolated,32.84317688535001,34.97211308652072
1985,2026-06-03 11:16:32.5 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0166,80.83,0.1,360.0,0,sog,low,91.8,interpolated,32.84317688654828,34.9721130760359
1986,2026-06-03 11:16:33 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0166,80.83,0.1,360.0,0,sog,low,92.2,interpolated,32.843176887746544,34.972113065551085
1987,2026-06-03 11:16:33.5 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0166,80.83,0.1,360.0,0,sog,low,92.8,interpolated,32.843176888944804,34.972113055066266
1988,2026-06-03 11:16:34 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0166,80.83,0.1,360.0,0,sog,low,93.2,interpolated,32.84317689014307,34.97211304458145
1989,2026-06-03 11:16:34.5 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0166,80.83,0.1,360.0,0,sog,low,93.8,interpolated,32.843176891341336,34.97211303409663
1990,2026-06-03 11:16:35 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0166,80.83,0.1,360.0,0,sog,low,94.2,interpolated,32.8431768925396,34.97211302361181
1991,2026-06-03 11:16:35.5 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0166,80.83,0.1,360.0,0,sog,low,94.8,interpolated,32.84317689373786,34.97211301312699
1992,2026-06-03 11:16:36 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0166,80.83,0.1,360.0,0,sog,low,95.2,interpolated,32.84317689493613,34.972113002642175
1993,2026-06-03 11:16:36.5 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0166,80.83,0.1,360.0,0,sog,low,95.8,interpolated,32.843176896134395,34.972112992157356
1994,2026-06-03 11:16:37 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0166,80.83,0.1,360.0,0,sog,low,96.2,interpolated,32.84317689733266,34.97211298167254
1995,2026-06-03 11:16:37.5 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0166,80.82,0.1,360.0,0,sog,low,96.8,interpolated,32.84317689853093,34.97211297118772
1996,2026-06-03 11:16:38 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0166,80.82,0.1,360.0,0,sog,low,97.2,interpolated,32.84317689972919,34.9721129607029
1997,2026-06-03 11:16:38.5 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0166,80.82,0.1,360.0,0,sog,low,97.8,interpolated,32.84317690092745,34.97211295021808
1998,2026-06-03 11:16:39 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0166,80.82,0.1,360.0,0,sog,low,98.2,interpolated,32.84317690212572,34.97211293973327
1999,2026-06-03 11:16:39.5 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0166,80.82,0.1,360.0,0,sog,low,98.8,interpolated,32.843176903323986,34.97211292924845
2000,2026-06-03 11:16:40 UTC,1,65,428074276,MERMAID OF DELAWARE,,0.0166,80.82,0.1,360.0,0,sog,low,99.2,interpolated,32.84317690452225,34.972112918763635
